Sessions,Week Calendar,Players,Distance (m),Distance - Distance/time (m/min),Duration (min),"Acceleration Zones (count) [3.0, 4.0]","Acceleration Zones (count) [-4.0, -3.0]","Acceleration Zones (count) [4.0, 10.0]","Acceleration Zones (count) [-10.0, -4.0]",Accelerations - High Intensity Acc Abs (m),Accelerations - High Intensity Dec Abs (m),"Speed Zones (m) [15.0, 20.0]","Speed Zones (m) [20.0, 25.0]","Speed Zones (m) [25.0, 50.0]",Load - Power Metabolic AVG (W/kg),Sprints - Sprints Abs (count/min),Total Load,Load Intensity,Fatigue Score
TACTIC OFENSIV -  12.12.2025 ,76,Gheorghita,4386,44.92,97.65,32,38,16,9,307.22,270,273.66,79.67,128.26,6.2,0.05,19.536920000000002,44.915514592933945,3.6025000940411815
COMPENSATOR MARTI 02.12.2025,75,Gheorghita,3702,62.16,59.56,42,33,12,13,229.43,189,162.31,27.44,10.92,6.4,0.02,15.392440000000002,62.155809267965076,2.8382808829397494
MECI OFICIAL - U CLUJ - HERMANNSTADT ,75,Gheorghita,4224,108.04,39.1,20,26,8,13,197.15,236,695.95,339.51,53.53,10.6,0.1,18.79406,108.0306905370844,3.4655208148170544
SAMBATA 06.12.2025 REACTIVITATE,75,Gheorghita,3432,51.05,67.19,32,23,8,10,121.94,113,166.74,35.46,0.0,5.7,0.0,10.9808,51.079029617502606,2.0247988440679188
SEPSI-U CLUJ CUPA ,75,Gheorghita,7836,112.84,69.44,54,57,17,40,445.2,558,1135.62,408.09,93.55,10.9,0.13,34.1871,112.84562211981567,6.303912334441421
U CLUJ-CRAIOVA 01.12.2025,74,Gheorghita,1268,128.6,9.86,12,11,2,4,124.19,117,268.05,111.07,62.04,12.3,0.3,13.86588,128.6004056795132,2.5567916541585745
JOI 18.12.2025 REZISTENTA SPECIFICA,77,Fabry,7493,68.02,110.17,67,33,13,16,481.89,311,859.49,255.1,64.56,8.1,0.05,27.77992,68.01307070890442,5.122463746202395
MARTI 16.12.2025 ,77,Fabry,7391,85.09,86.86,46,29,8,1,208.43,142,848.12,184.76,0.0,8.4,0.0,18.5996,85.09095095556067,3.429663465332732
MECI OFICIAL -  U CLUJ - FC FARUL  ,77,Fabry,9737,128.06,76.04,61,52,16,21,429.05,444,1585.39,669.63,203.25,11.7,0.17,34.304500000000004,128.05102577590742,6.325560245731452
MIERCURI 17.12.2025 FORTA,77,Fabry,4181,63.06,66.3,34,33,15,11,210.4,207,247.49,64.17,0.0,7.2,0.0,16.129,63.06184012066365,2.9740984769753993
SAMBATA 20.12.2025 REACTIVITATE,77,Fabry,5030,61.2,82.2,53,43,17,13,262.24,212,298.75,43.34,2.77,7.2,0.01,18.170340000000003,61.19221411192214,3.3505102932683477
VINERI 19.12.2025 - TACTIC OFENSIV ,77,Fabry,4688,61.18,76.62,40,29,10,8,275.93,187,294.0,109.97,125.46,7.0,0.07,18.047520000000002,61.185069172539805,3.3278629639272777
JOI - 11.12.2025,76,Fabry,7965,73.11,108.94,52,36,15,11,379.89,322,922.09,258.76,31.27,8.4,0.02,26.36534,73.11364053607491,4.861623010660213
MARTI 12.09.2025 AEROB,76,Fabry,6512,86.3,75.47,55,38,20,7,359.64,199,959.37,53.23,0.0,8.9,0.0,22.1348,86.28594143368225,4.081534811095236
MECI OFICIAL PETROLUL - U CLUJ - 14.12.2025,76,Fabry,3265,113.37,28.8,12,11,5,8,155.93,155,402.89,188.42,158.44,10.8,0.24,16.40048,113.36805555555556,3.0241578888750387
MIERCURI 10.12.2025 FORTA,76,Fabry,3833,72.44,52.92,50,34,14,13,323.94,266,305.62,134.99,2.77,8.2,0.02,19.83734,72.43008314436885,3.6578958820288405
SAMBATA 13.12.2025 REACTIVITATE,76,Fabry,4718,51.75,91.17,38,21,6,0,166.49,91,270.47,29.6,0.0,6.8,0.0,13.267800000000001,51.74947899528353,2.4465090069324944
TACTIC OFENSIV -  12.12.2025 ,76,Fabry,4698,48.11,97.65,44,31,10,8,260.83,168,234.03,58.67,129.23,6.2,0.04,16.83306,48.11059907834101,3.1039232505943026
COMPENSATOR MARTI 02.12.2025,75,Fabry,3322,55.78,59.56,32,11,7,4,148.3,56,79.25,8.12,0.0,6.5,0.0,10.658000000000001,55.775688381464064,1.9652763077440516
MECI OFICIAL - U CLUJ - HERMANNSTADT ,75,Fabry,2708,125.32,21.62,10,17,8,5,118.61,136,355.47,234.86,49.98,11.7,0.23,14.900160000000001,125.25439407955596,2.747507171101108
SAMBATA 06.12.2025 REACTIVITATE,75,Fabry,2861,45.38,63.82,7,5,1,1,27.6,18,30.76,0.0,0.0,5.0,0.0,6.273,44.82920714509558,1.1567065376692094
SEPSI-U CLUJ CUPA ,75,Fabry,13141,131.29,100.1,83,54,18,20,586.81,377,2657.72,608.67,116.13,12.0,0.07,38.99946,131.2787212787213,7.19128492707936
U CLUJ-CRAIOVA 01.12.2025,74,Fabry,3650,121.71,29.99,24,12,4,8,197.18,143,603.76,306.22,114.11,12.2,0.2,17.78182,121.70723574524843,3.2788693520894467
COMPENSATOR MARTI 09.12.2025 AEROB,76,Elio,3148,79.05,39.82,5,1,0,0,47.55,3,472.29,18.79,0.0,7.9,0.0,8.109,79.0557508789553,1.495254792596783
JOI - 11.12.2025,76,Elio,6744,61.91,108.94,53,33,7,11,318.2,204,426.06,277.18,25.99,7.7,0.02,21.189980000000006,61.905636129979804,3.907315223829077
MECI OFICIAL PETROLUL - U CLUJ - 14.12.2025,76,Elio,10000,99.81,100.19,80,72,20,29,545.43,559,1403.6,361.02,68.67,10.2,0.07,37.675940000000004,99.81036031540074,6.94723515237253
MIERCURI 10.12.2025 FORTA,76,Elio,3708,70.06,52.92,46,22,9,13,269.5,181,351.48,40.67,0.0,8.3,0.0,16.868000000000002,70.06802721088435,3.1103659935284917
SAMBATA 13.12.2025 REACTIVITATE,76,Elio,4826,52.94,91.17,43,30,9,8,189.2,176,180.55,10.82,0.0,6.5,0.0,15.379999999999999,52.9340791927169,2.8359870156786924
TACTIC OFENSIV -  12.12.2025 ,76,Elio,3503,35.88,97.65,26,16,9,2,156.24,70,90.02,72.99,69.92,5.5,0.03,11.06764,35.87301587301587,2.0408116602214648
MECI OFICIAL - U CLUJ - HERMANNSTADT ,75,Elio,10939,113.63,96.73,82,92,22,26,576.43,626,1476.87,467.64,89.93,10.8,0.1,41.06746,113.0879768427582,7.572612700058783
SAMBATA 06.12.2025 REACTIVITATE,75,Elio,4008,61.54,65.08,51,42,13,8,218.24,165,181.0,17.27,3.69,6.1,0.0,14.73018,61.58574062692072,2.716163798349153
TRAINING 05.12.2025,75,Elio,3419,70.03,48.82,34,29,6,6,120.89,112,107.66,1.77,0.0,7.0,0.0,11.5768,70.03277345350266,2.134697950787327
COMPENSATOR 04.12.2025,74,Elio,1574,48.13,32.71,11,10,4,4,85.77,76,64.99,147.6,16.84,6.4,0.06,8.34308,48.11984102720881,1.538417851155305
U CLUJ-CRAIOVA 01.12.2025,74,Elio,11380,116.94,97.32,98,90,17,38,647.99,720,1425.44,537.94,134.08,11.2,0.11,45.15796,116.93382655158241,8.326878297434186
COMPENSATOR MARTI 16.12.2025,77,El Sawy,3207,96.91,33.1,9,3,0,0,64.57,9,570.86,7.77,0.0,9.0,0.0,9.1784,96.8882175226586,1.6924462434788892
JOI 18.12.2025 REZISTENTA SPECIFICA,77,El Sawy,8388,76.13,110.17,62,34,10,12,500.07,308,1031.52,377.31,123.46,8.4,0.08,29.39632,76.13687936824907,5.4205189745602
MECI OFICIAL -  U CLUJ - FC FARUL  ,77,El Sawy,9294,121.61,76.43,62,56,23,40,662.8,680,1657.2,845.31,302.49,11.5,0.25,43.754979999999996,121.60146539317022,8.068176537794596
MIERCURI 17.12.2025 FORTA,77,El Sawy,4417,66.63,66.3,39,33,13,10,279.36,210,289.64,116.27,9.35,7.2,0.02,17.922900000000002,66.62141779788838,3.304883724532357
SAMBATA 20.12.2025 REACTIVITATE,77,El Sawy,4821,59.41,42.53,49,38,19,11,370.1,263,460.19,132.63,35.9,7.7,0.07,21.754800000000003,113.35527862685163,4.011464910837896
VINERI 19.12.2025 - TACTIC OFENSIV ,77,El Sawy,5040,65.8,76.62,43,23,10,12,313.73,261,375.46,189.59,117.21,7.1,0.08,20.71902,65.77916992952231,3.8204728021838203
COMPENSATOR MARTI 09.12.2025 AEROB,76,El Sawy,3094,77.69,39.82,6,0,0,0,79.26,0,474.75,25.03,0.0,8.1,0.0,8.729199999999999,77.69964841788047,1.6096162455957375
JOI - 11.12.2025,76,El Sawy,7775,71.37,108.94,52,25,10,21,452.24,360,792.11,284.65,27.56,8.0,0.05,28.32492,71.36956122636313,5.222958734729371
MECI OFICIAL PETROLUL - U CLUJ - 14.12.2025,76,El Sawy,10681,116.55,91.66,82,78,37,48,827.89,803,1938.52,900.9,266.19,11.6,0.16,50.43118,116.52847479816714,9.299230927526331
MIERCURI 10.12.2025 FORTA,76,El Sawy,4141,78.26,52.92,38,32,10,14,320.06,247,384.57,172.84,4.29,8.8,0.0,19.890780000000003,78.25018896447467,3.667749922738715
SAMBATA 13.12.2025 REACTIVITATE,76,El Sawy,5650,61.97,91.17,53,43,33,21,417.11,290,394.51,90.06,23.77,7.4,0.02,23.639740000000003,61.97213995831962,4.359037431340718
TACTIC OFENSIV 12.12.2025 2,76,El Sawy,5345,55.42,96.45,42,40,20,14,385.62,322,419.81,136.58,120.21,7.1,0.04,23.487820000000003,55.417314670813894,4.33102422279573
MECI OFICIAL - U CLUJ - HERMANNSTADT ,75,El Sawy,8083,126.01,64.15,66,55,27,38,622.42,617,1403.32,565.01,225.35,11.9,0.22,40.372099999999996,126.00155884645362,7.444392158366824
SAMBATA 06.12.2025 REACTIVITATE,75,El Sawy,3724,59.43,62.62,31,20,9,7,185.37,123,255.35,58.79,2.72,6.7,0.02,13.34684,59.46981794953689,2.461083546186021
TRAINING 05.12.2025,75,El Sawy,3529,72.28,48.82,35,33,1,7,192.67,183,311.73,77.11,1.4,7.7,0.0,14.8952,72.28594838181073,2.746592574508275
U CLUJ-CRAIOVA 01.12.2025,74,El Sawy,9270,128.78,71.98,57,48,16,27,524.58,555,1814.56,665.12,212.29,11.9,0.15,37.986180000000004,128.78577382606278,7.004441694098418
JOI 18.12.2025 REZISTENTA SPECIFICA,77,Drammeh,7824,71.02,110.17,56,35,14,15,342.32,283,701.6,210.43,30.01,8.0,0.02,24.490420000000004,71.0175183806844,4.515898122790493
MARTI 16.12.2025 ,77,Drammeh,7405,85.25,86.86,64,71,37,19,368.95,272,683.41,212.82,0.74,8.5,0.01,24.52548,85.25212986414921,4.522362993061605
MECI OFICIAL -  U CLUJ - FC FARUL  ,77,Drammeh,1740,120.24,14.47,21,12,5,9,215.06,128,346.97,122.62,18.48,12.2,0.14,15.43816,120.24879060124395,2.846711398307553
MIERCURI 17.12.2025 FORTA,77,Drammeh,4424,66.73,66.3,48,29,11,12,287.75,191,234.67,39.45,4.3,7.2,0.02,17.707600000000003,66.72699849170438,3.265183594202343
SAMBATA 20.12.2025 REACTIVITATE,77,Drammeh,4845,59.36,82.2,44,36,18,12,289.3,171,369.85,50.41,2.22,7.2,0.01,17.705440000000003,58.941605839416056,3.2647853021377222
VINERI 19.12.2025 - TACTIC OFENSIV ,77,Drammeh,4297,56.09,76.62,37,19,9,13,265.41,138,246.44,45.51,108.71,6.9,0.05,16.28262,56.0819629339598,3.002425156126801
JOI - 11.12.2025,76,Drammeh,8098,74.34,108.94,48,43,11,13,333.91,310,697.19,355.55,62.93,8.2,0.05,25.452060000000003,74.33449605287315,4.693219225115413
MARTI 12.09.2025 AEROB,76,Drammeh,6421,85.09,75.47,68,54,23,30,336.15,290,750.16,116.7,0.81,8.0,0.0,22.945619999999998,85.08016430369683,4.231045538796965
MIERCURI 10.12.2025 FORTA,76,Drammeh,3317,62.67,52.92,30,30,11,9,195.68,166,202.52,45.18,0.0,7.4,0.0,14.250600000000002,62.67951625094482,2.6277318963349017
SAMBATA 13.12.2025 REACTIVITATE,76,Drammeh,4821,54.05,91.17,39,35,13,14,220.31,198,265.74,33.45,12.94,6.7,0.01,16.613080000000004,52.87923659098387,3.0633601541242776
TACTIC OFENSIV 12.12.2025 2,76,Drammeh,4701,48.75,96.45,40,38,12,8,263.97,211,333.99,43.53,104.68,6.7,0.04,17.959760000000003,48.7402799377916,3.3116805048573195
SAMBATA 06.12.2025 REACTIVITATE,75,Drammeh,7343,121.96,60.17,53,36,15,20,503.43,317,1531.14,429.54,87.4,9.7,0.07,29.126400000000004,122.03756024596974,5.370747218040565
TRAINING 05.12.2025,75,Drammeh,6049,123.91,48.82,47,47,27,23,263.66,226,1508.85,91.69,10.73,9.7,0.02,20.813660000000002,123.90413764850472,3.8379238952373855
JOI 18.12.2025 REZISTENTA SPECIFICA,77,Dino,7364,66.84,110.17,53,44,11,26,392.99,452,813.61,267.88,114.19,7.8,0.06,28.692180000000004,66.84215303621676,5.290679449383347
MECI OFICIAL -  U CLUJ - FC FARUL  ,77,Dino,10633,105.56,100.73,56,64,17,46,484.8,700,1322.36,525.95,363.06,10.2,0.17,41.005120000000005,105.55941626129255,7.561117548527093
MIERCURI 17.12.2025 FORTA,77,Dino,4025,60.71,66.3,35,28,9,17,240.37,215,220.63,103.16,24.16,7.1,0.03,16.88072,60.708898944193066,3.112711491242368
SAMBATA 20.12.2025 REACTIVITATE,77,Dino,4807,58.47,82.2,42,33,13,29,291.86,342,375.13,120.74,18.49,7.0,0.01,21.071180000000002,58.47931873479318,3.885409160274939
VINERI 19.12.2025 - TACTIC OFENSIV ,77,Dino,4163,54.33,76.62,26,24,11,5,243.43,187,174.09,95.48,100.45,6.2,0.04,16.2725,54.33307230488123,3.0005590840462637
COMPENSATOR MARTI 09.12.2025 AEROB,76,Dino,2901,72.85,39.82,6,4,1,0,48.15,18,480.21,15.07,0.0,8.0,0.0,8.224,72.85283776996484,1.5164601571483467
JOI - 11.12.2025,76,Dino,7410,68.02,108.94,58,55,18,36,436.49,534,665.0,261.63,68.91,8.0,0.06,31.257620000000003,68.01909307875896,5.763732409689117
MECI OFICIAL PETROLUL - U CLUJ - 14.12.2025,76,Dino,10096,100.88,100.19,79,64,28,45,723.51,732,1189.35,603.09,311.48,10.2,0.2,45.92916,100.76853977442859,8.469083316061717
MIERCURI 10.12.2025 FORTA,76,Dino,3749,70.84,52.92,29,27,12,28,289.74,313,302.64,175.64,61.59,8.3,0.11,20.62698,70.84278155706727,3.8035011347635943
SAMBATA 13.12.2025 REACTIVITATE,76,Dino,5343,58.6,91.17,48,30,18,22,350.79,287,306.44,101.41,29.84,6.9,0.03,21.75848,58.60480421191181,4.012143482503545
TACTIC OFENSIV -  12.12.2025 ,76,Dino,4593,47.04,97.65,47,23,10,20,325.46,217,307.56,144.26,28.31,6.4,0.03,18.84882,47.03533026113671,3.4756182562330857
MECI OFICIAL - U CLUJ - HERMANNSTADT ,75,Dino,10488,108.7,96.73,63,70,24,53,640.5,803,1203.65,595.28,295.17,10.4,0.24,46.34834000000001,108.42551431820532,8.546377791824538
SAMBATA 06.12.2025 REACTIVITATE,75,Dino,3565,53.49,66.61,40,19,7,15,216.19,181,175.97,53.36,35.6,6.2,0.02,14.78,53.520492418555776,2.725350331061839
SEPSI-U CLUJ CUPA ,75,Dino,8582,106.42,80.65,68,67,38,64,707.74,765,1077.31,478.42,300.26,10.4,0.21,44.88732,106.41041537507749,8.27697377689301
U CLUJ-CRAIOVA 01.12.2025,74,Dino,7778,109.08,71.31,57,53,17,48,473.34,640,847.47,477.84,244.34,10.6,0.24,37.03348,109.07306128172766,6.828769078374288
COMPENSATOR MARTI 16.12.2025,77,Cristea,3305,99.84,33.1,14,9,1,2,77.8,39,565.72,46.22,0.0,10.4,0.0,10.841000000000001,99.8489425981873,1.999020496552192
JOI 18.12.2025 REZISTENTA SPECIFICA,77,Cristea,7577,68.77,110.17,55,38,11,18,406.24,317,752.03,271.57,50.96,8.7,0.05,26.743720000000003,68.77552872832895,4.931394191869089
MECI OFICIAL -  U CLUJ - FC FARUL  ,77,Cristea,11277,112.2,100.73,93,86,34,55,639.75,671,1410.76,396.68,98.16,10.5,0.08,43.33832,111.952744961779,7.991346736107166
MIERCURI 17.12.2025 FORTA,77,Cristea,4035,60.87,66.3,56,43,15,27,340.91,346,353.69,88.94,9.21,8.0,0.03,21.94162,60.859728506787334,4.045913486538097
SAMBATA 20.12.2025 REACTIVITATE,77,Cristea,5377,66.23,82.2,74,54,32,28,410.29,298,363.86,58.73,0.0,7.6,0.0,23.3428,65.41362530413625,4.304283336123836
VINERI 19.12.2025 - TACTIC OFENSIV ,77,Cristea,4242,55.37,76.62,50,42,5,12,239.74,257,200.63,37.32,133.43,7.0,0.05,18.19366,55.36413469068128,3.354810372410456
COMPENSATOR MARTI 09.12.2025 AEROB,76,Cristea,3179,79.85,39.82,14,3,0,0,82.57,8,421.24,72.44,0.0,9.0,0.0,9.490400000000001,79.8342541436464,1.7499773194796533
JOI - 11.12.2025,76,Cristea,7606,69.82,108.94,52,40,15,26,346.61,319,672.88,214.83,136.44,8.7,0.03,25.69108,69.81824857719846,4.73729319237728
MECI OFICIAL PETROLUL - U CLUJ - 14.12.2025,76,Cristea,10950,109.3,100.19,89,99,29,48,610.88,723,1666.46,383.51,118.4,10.7,0.08,43.6144,109.29234454536382,8.042254362588869
MIERCURI 10.12.2025 FORTA,76,Cristea,3912,73.94,52.92,47,42,14,19,334.16,314,473.55,180.75,0.0,9.1,0.0,21.4252,73.92290249433107,3.95068849208837
SAMBATA 13.12.2025 REACTIVITATE,76,Cristea,5450,59.78,91.17,60,55,26,19,352.39,288,409.5,99.61,20.69,7.3,0.01,21.99918,59.77843588899857,4.05652723248234
TACTIC OFENSIV -  12.12.2025 ,76,Cristea,4333,44.38,97.65,55,39,8,14,248.37,187,301.14,19.29,0.0,6.6,0.0,16.3404,44.37275985663082,3.0130794688554037
MECI OFICIAL - U CLUJ - HERMANNSTADT ,75,Cristea,9548,119.81,79.7,75,66,23,37,522.86,566,1396.26,408.24,137.97,11.3,0.13,37.90114,119.79924717691343,6.9887607879987215
SAMBATA 06.12.2025 REACTIVITATE,75,Cristea,4148,66.43,63.26,47,49,27,26,262.29,244,202.13,25.68,5.07,6.8,0.02,17.78394,65.57066076509643,3.279260268375093
TRAINING 05.12.2025,75,Cristea,3524,72.2,48.82,49,42,21,21,271.58,250,304.38,101.62,9.4,7.9,0.02,18.024400000000004,72.18353133961492,3.3235997636800416
U CLUJ-CRAIOVA 01.12.2025,74,Cristea,11240,115.5,97.32,71,66,20,47,545.15,693,1397.58,511.63,184.49,11.1,0.16,42.721979999999995,115.49527332511303,7.877697045779245
COMPENSATOR MARTI 09.12.2025 AEROB,76,Codrea,2970,74.59,39.82,0,1,1,0,2.41,1,453.08,36.99,0.0,7.9,0.0,6.988200000000001,74.58563535911603,1.2885854657324995
JOI - 11.12.2025,76,Codrea,8813,80.9,108.94,44,33,6,13,304.09,255,952.29,217.09,35.92,8.2,0.03,24.31664,80.89774187626216,4.483854051035964
MECI OFICIAL PETROLUL - U CLUJ - 14.12.2025,76,Codrea,5669,113.61,49.9,37,40,13,17,252.52,312,866.77,234.45,17.45,10.8,0.04,22.5943,113.60721442885772,4.16626407206431
MIERCURI 10.12.2025 FORTA,76,Codrea,3967,74.97,52.92,25,25,12,11,191.1,166,269.89,166.54,5.66,7.9,0.06,15.37032,74.96220710506425,2.834202077166874
SAMBATA 13.12.2025 REACTIVITATE,76,Codrea,5605,61.48,91.17,44,43,18,8,221.2,190,219.39,21.43,0.0,6.6,0.0,17.129,61.47855654272239,3.1584929513368225
TACTIC OFENSIV -  12.12.2025 ,76,Codrea,5363,54.93,97.65,44,41,11,13,283.87,214,318.73,46.05,77.23,6.5,0.03,18.87486,54.92063492063492,3.480419888345458
MECI OFICIAL - U CLUJ - HERMANNSTADT ,75,Codrea,7944,127.98,62.69,48,55,17,28,331.24,378,957.96,233.79,48.58,11.2,0.06,28.125959999999996,126.71877492423035,5.186271610110421
SAMBATA 06.12.2025 REACTIVITATE,75,Codrea,3782,60.21,63.76,29,18,2,8,108.38,88,181.2,23.76,0.0,6.0,0.0,10.7096,59.31618569636136,1.9747910626211007
TRAINING 05.12.2025,75,Codrea,3155,64.62,48.82,18,23,4,1,75.92,83,65.33,6.46,0.0,6.5,0.0,9.583400000000001,64.6251536255633,1.7671260055952658
U CLUJ-CRAIOVA 01.12.2025,74,Codrea,12569,129.16,97.32,57,81,20,40,428.68,711,1762.77,409.77,102.76,11.6,0.07,41.71812,129.15125359638307,7.692590808746788
JOI 18.12.2025 REZISTENTA SPECIFICA,77,Cisse,7412,67.27,110.17,54,31,11,13,326.47,244,554.6,107.96,10.18,7.7,0.01,22.741760000000003,67.27784333303077,4.193454881253647
MARTI 16.12.2025 ,77,Cisse,6959,80.11,86.86,65,43,24,10,280.64,212,839.89,85.33,0.0,7.8,0.0,20.711799999999997,80.11743034768593,3.81914147407893
MARTI 17.12.2025 CISSE FORTA,77,Cisse,3704,60.34,61.39,36,31,13,10,203.61,178,191.17,12.44,0.0,6.9,0.0,14.786200000000001,60.335559537383936,2.7264935768028797
MECI OFICIAL -  U CLUJ - FC FARUL  ,77,Cisse,10147,100.74,100.73,87,69,27,35,607.46,552,1172.18,333.82,120.78,9.9,0.07,38.87776,100.73463714881366,7.168844119549576
SAMBATA 20.12.2025 REACTIVITATE,77,Cisse,4864,59.46,82.2,66,52,18,10,358.43,232,341.92,48.03,0.0,7.1,0.0,20.2226,59.17274939172749,3.7289356972213223
VINERI 19.12.2025 - TACTIC OFENSIV ,77,Cisse,4385,57.23,76.62,31,23,15,2,229.07,106,139.55,46.0,113.25,6.4,0.05,14.762900000000002,57.230488123205426,2.7221971855502587
JOI - 11.12.2025,76,Cisse,7542,69.23,108.94,55,36,10,12,365.48,268,443.22,316.91,46.81,7.8,0.02,24.305220000000002,69.23076923076923,4.481748266138757
MARTI 12.09.2025 AEROB,76,Cisse,6111,80.99,75.47,49,47,16,11,297.91,273,873.66,72.75,0.0,7.9,0.0,21.4792,80.97257188286737,3.960645793703887
MIERCURI 10.12.2025 FORTA,76,Cisse,3690,69.72,52.92,52,40,10,13,264.44,210,289.43,49.12,0.0,7.8,0.0,17.078799999999998,69.72789115646258,3.1492363487238784
SAMBATA 13.12.2025 REACTIVITATE,76,Cisse,5218,57.25,91.17,65,31,11,7,250.44,145,245.66,6.99,0.0,6.5,0.0,16.376800000000003,57.233739168586155,3.0197914277221605
TACTIC OFENSIV -  12.12.2025 ,76,Cisse,4388,44.93,97.65,33,17,15,2,213.28,67,171.5,77.52,96.47,5.8,0.04,13.28654,44.93599590373783,2.4499645593820274
COMPENSATOR MARTI 02.12.2025,75,Cisse,3361,57.14,59.56,43,35,10,14,166.85,157,63.2,5.23,0.0,6.3,0.0,12.988000000000001,56.43049026192075,2.394915433006168
MECI OFICIAL - U CLUJ - HERMANNSTADT ,75,Cisse,2012,105.62,19.05,15,10,6,3,129.56,83,256.12,110.2,48.11,10.5,0.16,12.40942,105.61679790026247,2.2882284780301356
SAMBATA 06.12.2025 REACTIVITATE,75,Cisse,3195,51.1,63.12,39,30,7,3,117.47,110,85.55,13.03,0.0,5.7,0.0,10.5944,50.61787072243346,1.9535488191746646
SEPSI-U CLUJ CUPA ,75,Cisse,10417,104.07,100.1,79,86,33,27,575.21,557,1165.98,324.15,112.93,10.2,0.08,38.78706,104.06593406593407,7.152119540724993
JOI 18.12.2025 REZISTENTA SPECIFICA,77,Chipciu,7741,70.27,110.17,32,28,6,9,235.9,231,727.48,223.47,20.83,7.8,0.02,21.12066,70.2641372424435,3.8945329988663424
MECI OFICIAL -  U CLUJ - FC FARUL  ,77,Chipciu,10516,104.4,100.73,51,53,17,31,470.25,562,1485.37,544.57,152.46,10.0,0.08,36.865919999999996,104.39789536384393,6.797871940250287
MIERCURI 17.12.2025 FORTA,77,Chipciu,4084,61.61,66.3,38,36,9,7,224.03,163,253.39,11.86,0.0,7.0,0.0,15.3246,61.59879336349925,2.8257715617990704
SAMBATA 20.12.2025 REACTIVITATE,77,Chipciu,4762,58.35,82.2,51,34,11,12,217.81,184,407.66,95.02,17.15,7.1,0.01,16.4325,57.93187347931873,3.0300621999440915
VINERI 19.12.2025 - TACTIC OFENSIV ,77,Chipciu,4549,59.37,76.62,27,15,9,6,231.96,86,321.17,66.84,118.47,6.4,0.05,14.595140000000004,59.370921430435914,2.6912631685313873
JOI - 11.12.2025,76,Chipciu,7572,69.51,108.94,37,38,8,15,251.37,343,735.78,255.47,22.37,7.9,0.02,23.55414,69.50615017440794,4.343253264335379
MECI OFICIAL PETROLUL - U CLUJ - 14.12.2025,76,Chipciu,10125,101.06,100.19,40,58,17,20,381.52,502,1279.2,385.77,162.27,9.6,0.1,33.41994,101.05798981934325,6.162452269490309
MIERCURI 10.12.2025 FORTA,76,Chipciu,3825,72.28,52.92,33,34,7,5,169.47,172,298.6,31.93,0.0,7.7,0.0,14.5044,72.27891156462584,2.6745312139278306
SAMBATA 13.12.2025 REACTIVITATE,76,Chipciu,4955,54.35,91.17,39,29,10,11,247.97,158,285.75,41.84,0.0,6.6,0.0,16.3744,54.34901831742898,3.0193488809836926
TACTIC OFENSIV -  12.12.2025 ,76,Chipciu,5313,54.41,97.65,28,24,13,2,300.37,130,303.59,97.55,102.97,6.3,0.04,17.476339999999997,54.40860215053763,3.222540528061519
COMPENSATOR MARTI 02.12.2025,75,Chipciu,3659,61.45,59.56,29,28,7,4,154.41,159,159.87,25.32,0.0,6.8,0.0,13.327200000000001,61.433848220282066,2.457462038709563
MECI OFICIAL - U CLUJ - HERMANNSTADT ,75,Chipciu,10708,110.7,96.73,55,72,17,24,510.71,539,1295.83,576.53,248.8,10.3,0.16,38.14979999999999,110.69988628140183,7.034612317993432
SAMBATA 06.12.2025 REACTIVITATE,75,Chipciu,3398,52.58,65.62,20,12,3,3,77.45,59,133.65,5.76,0.0,5.5,0.0,8.876999999999999,51.78299298994209,1.6368697489063557
SEPSI-U CLUJ CUPA ,75,Chipciu,11300,112.89,100.1,58,66,20,29,549.26,560,1744.46,647.3,127.98,10.3,0.11,39.44116,112.88711288711289,7.272731966404802
LUNI 01.12.2025 Compensator ,74,Chipciu,4462,85.7,52.07,25,25,2,0,136.87,102,320.98,389.4,0.0,8.3,0.0,13.3894,85.69233723833301,2.4689313750148436
JOI 18.12.2025 REZISTENTA SPECIFICA,77,Chintes,8512,77.26,110.17,66,48,11,23,432.27,414,1016.46,235.06,78.72,8.8,0.05,30.244840000000003,77.2624126350186,5.5769813739453555
MARTI 16.12.2025 ,77,Chintes,8120,93.48,86.86,71,56,17,23,404.88,386,1049.37,405.59,0.0,8.9,0.0,28.3876,93.4837669813493,5.234516580382344
MIERCURI 17.12.2025 FORTA,77,Chintes,4835,72.94,66.3,51,42,12,30,339.13,386,285.79,110.36,18.36,7.7,0.03,23.374319999999997,72.92609351432881,4.310095449955707
SAMBATA 20.12.2025 REACTIVITATE,77,Chintes,5261,64.21,82.2,52,51,26,33,353.77,325,439.47,105.05,18.13,7.9,0.01,22.87266,64.00243309002433,4.217592117947556
VINERI 19.12.2025 - TACTIC OFENSIV ,77,Chintes,5183,67.66,76.62,48,41,14,29,327.21,352,369.46,160.22,136.97,7.9,0.07,23.34114,67.64552336204646,4.303977241296396
JOI - 11.12.2025,76,Chintes,8360,76.74,108.94,80,55,20,30,566.25,453,740.88,297.15,41.59,9.0,0.05,33.57818,76.7394896273178,6.1916308511132625
MARTI 12.09.2025 AEROB,76,Chintes,7244,95.99,75.47,74,62,19,33,414.95,439,1009.15,261.15,12.8,9.5,0.03,29.2486,95.98515966609249,5.3932802228075305
